feature,shap,lwr_shap,upr_shap,rate,rate_lwr,rate_upr
Euboictis__geography,0.09064093654747751,-0.0075227854873452845,0.0496244010607096,NA,NA,NA
Euboictis__Temperature,-0.06067326204517339,-0.0616462486550857,0.015768716487705923,NA,NA,NA
Euboictis__time,0.0472029740019145,-0.0049091361815853055,0.023634417608829023,NA,NA,NA
Eucyon__taxon,0.054913543744951,-0.020165953482698337,0.18045882866537002,0.042559361164825366,0.0,0.20523903805941623
Eucyon__BodyMass,0.005606203010829044,-0.005466086706821035,0.029059958964736336,NA,NA,NA
Eucyon__geography,-0.15623607306134332,-0.07940630735194623,-0.051773759882427564,NA,NA,NA
Eucyon__Temperature,-0.0008139666848459481,-0.01825631066679828,0.04193947327603428,NA,NA,NA
Eucyon__time,-0.03619329363304972,-0.02381468042642012,0.002426862511545389,NA,NA,NA
Euoplocyon__taxon,-0.1618761588528681,-0.08961146352604561,0.016003353022399632,0.3568116698534891,0.0,0.841275534768307
Euoplocyon__BodyMass,0.05856424242227879,-0.005024673259531204,0.03093685264110191,NA,NA,NA
Euoplocyon__geography,-0.002646204621527111,-0.04455839924965865,0.047841111279750936,NA,NA,NA
Euoplocyon__Temperature,-0.016512140788301235,-0.03398852424855108,0.02259082366379833,NA,NA,NA
Euoplocyon__time,0.297753209628702,0.026073721649102526,0.08473922292820767,NA,NA,NA
Euplocyon__taxon,-0.17467347052780838,-0.06778340755677689,0.006883488620306578,0.0,0.0,0.2863258265390248
Euplocyon__BodyMass,0.007576711522667817,-0.006192044917871339,0.02151085170083592,NA,NA,NA
Euplocyon__geography,-0.07905975467165781,-0.05448142781858025,0.05366382275989844,NA,NA,NA
Euplocyon__Temperature,-0.026225717803870893,-0.018749877635688025,0.03339664379459188,NA,NA,NA
Euplocyon__time,0.09709928369238494,9.741929423250766e-05,0.08665655665962563,NA,NA,NA
Felis__taxon,0.38119583221373765,0.036554548522753916,0.162281141484859,0.43412741113243436,0.034500898076124636,0.9232148742383672
Felis__BodyMass,-0.021166531326591558,-0.018047393309484242,0.006543735236274277,NA,NA,NA
Felis__geography,-0.24664015999675895,-0.13376100894485426,-0.012098205389616345,NA,NA,NA
Felis__Temperature,-0.01666582213247391,-0.03305366870942709,0.012458681184843298,NA,NA,NA
Felis__time,0.07855962903037113,0.0011981838063276722,0.032926011018898214,NA,NA,NA
Ferinestrix__taxon,0.25301200276826813,-7.758152975382208e-05,0.14291376943228223,0.09039995017372966,0.0,0.3730345180355933
Ferinestrix__BodyMass,0.008906513798020696,-0.007521536467925275,0.02064463642248868,NA,NA,NA
Ferinestrix__geography,-0.16362596355724662,-0.07121897958849233,0.011319741492472758,NA,NA,NA
Ferinestrix__Temperature,0.019539948616473637,-0.01370515400114979,0.048671085314980225,NA,NA,NA
Ferinestrix__time,-0.2027154992400705,-0.05458608704736279,-0.021437869126965478,NA,NA,NA
Ferrucyon__taxon,-0.045627291741233325,-0.04737163864362874,0.09766213668438559,0.0,0.0,0.16418884129422423
Ferrucyon__BodyMass,0.014955408338875487,-0.0038937944311984913,0.02211426691308612,NA,NA,NA
Ferrucyon__geography,-0.050622410380942326,-0.042866539552931085,0.03408816074840636,NA,NA,NA
Ferrucyon__Temperature,0.03601397875964216,-0.00804163192128918,0.06021186499312777,NA,NA,NA
Ferrucyon__time,-0.1300026327646263,-0.04493573408563651,-0.011965065803747395,NA,NA,NA
Floridictis__taxon,0.08424258722542592,0.04258694702007644,0.06780487347971795,0.8941010115386158,0.34183459923708137,1.6891557116847202
Floridictis__BodyMass,0.020855109901176797,-0.026369544075114295,0.027602526747630602,NA,NA,NA
Floridictis__geography,0.0077884629318937994,-0.09581229112734192,0.03717933934301643,NA,NA,NA
Floridictis__Temperature,-0.005499471275388597,-0.11785280910915952,0.01158530955632948,NA,NA,NA
Floridictis__time,0.06789625900517643,0.05033835865685529,0.05793931440856401,NA,NA,NA
Franconictis__taxon,0.05015531429472137,-0.04799743550359324,0.05519241379253146,0.7401353295158408,0.2953645269356402,1.2705539867896425
Franconictis__BodyMass,-0.027205464639618496,-0.06987943616017368,0.0060864245666129345,NA,NA,NA
Franconictis__geography,0.060432181851126275,-0.00352704185748109,0.05117790856099964,NA,NA,NA
Franconictis__Temperature,-0.02049033258497226,-0.05018455754312493,0.013847948831964788,NA,NA,NA
